task,cluster_unit,split_regime,seed,metric,point_estimate,bootstrap_mean,bootstrap_sd,q025,q500,q975,n_records,n_clusters,bootstrap_reps,finite_bootstrap_reps
T3_pn_clf,inchikey,scaffold,20260816,brier,0.13246847832094444,0.1323629142243788,0.006855270243586555,0.11935791346687492,0.1323374258342485,0.14599635749397788,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260816,ece_10bin,0.09610653090072274,0.098923259369335,0.007369197681943382,0.08515170392264272,0.09871580569690502,0.1130318539914626,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260816,sensitivity,0.9877167630057804,0.9878219272408828,0.002382360767376307,0.983056308739883,0.9879010045899763,0.9921064902217223,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260816,specificity,0.05084745762711865,0.0507572152872425,0.012708002645085105,0.028217586183026444,0.049783549783549784,0.07711006052877019,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260817,roc_auc,0.5879463082933281,0.5888605979501198,0.016687909576588975,0.5562980090837143,0.5891455888263533,0.62075820590914,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260817,pr_auc,0.8929072917139803,0.8932414404351797,0.008775943193160779,0.8762230564675303,0.8935219685837191,0.9109236110538503,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260817,balanced_accuracy,0.5042954589987264,0.5041489401285894,0.0037627150885057577,0.4974176781047438,0.5039005318545926,0.5123663610602702,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260817,mcc,0.028150826731914484,0.02705667371344812,0.024188943092660464,-0.017697791858209074,0.025218187638579543,0.07841881266717188,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260817,brier,0.1358433697013662,0.1358324967052809,0.007000645253022739,0.12272198390089457,0.13577175049397888,0.14948628739419492,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260817,ece_10bin,0.10428319468542385,0.10518216042478638,0.007819989150596084,0.09013438995274403,0.10506026692885562,0.12092982972098713,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260817,sensitivity,0.9895231213872833,0.9895182686998275,0.002421262568486989,0.9845649918312991,0.9895623780585813,0.9942384385986608,3240,2278,1000,1000
T3_pn_clf,inchikey,scaffold,20260817,specificity,0.019067796610169493,0.018779611557351066,0.007399337294803117,0.0059720420643009356,0.01834862385321101,0.03463099991995659,3240,2278,1000,1000
T1_pdc50_reg,inchikey,poi,20260815,mae,0.7979182722730549,0.7981536288975097,0.017370573068513636,0.7645547474218574,0.7978853451266119,0.8308705630752928,2132,1509,1000,1000
